Date,C BLK WEST PHASE 1,D Block water medical,E BLOCK WATER,J BLOCK WATER,K BLOCK WATER,L BLOCK WATER,Main Site Water Meter,South Site Water,K Block Water
21/04/2020 00:00,79.75487805,5.9,1.2,0.6,9.6,28,144.08,207,9.6
22/04/2020 00:00,79.75487805,2.1,1.1,0.6,10.3,29.5,148.6,216,10.3
23/04/2020 00:00,79.75487805,3.9,0.9,1.1,27.2,24,167.64,238,27.2
24/04/2020 00:00,42,4.5,1.7,0.7,9.6,20,132.84,202,9.6
25/04/2020 00:00,79.75487805,2.2,0.1,3.922047739,20.5,12.5,78.92,129,20.5
26/04/2020 00:00,79.75487805,3.1,2.497239264,0.1,24.6,14.5,69.56,110,24.6
27/04/2020 00:00,79.75487805,3.2,1.1,0.8,43.9,25,157.72,219,43.9
28/04/2020 00:00,79.75487805,2.1,1.2,0.8,27.7,27.5,156.64,221,27.7
29/04/2020 00:00,79.75487805,2.6,0.5,0.7,31.6,24,187.92,257,31.6
30/04/2020 00:00,79.75487805,1.5,0.8,0.9,23.1,27,147.96,215,23.1
01/05/2020 00:00,79.75487805,11.9,0.5,0.8,24,22.5,121.96,190,24
02/05/2020 00:00,79.75487805,18.9,2.497239264,3.922047739,6.3,14,72.4,127,6.3
03/05/2020 00:00,79.75487805,19.1,2.497239264,0.1,21.6,14,68.12,114,21.6
04/05/2020 00:00,79.75487805,8.6,1.2,1,32.7,26.5,129.32,183,32.7
05/05/2020 00:00,79.75487805,2.6,1.5,0.7,37.7,24,167.04,238,37.7
06/05/2020 00:00,228,2.4,1.1,0.8,44,25,155.84,226,44
07/05/2020 00:00,79.75487805,2.9,0.9,0.8,27.8,24,123.52,187,27.8
08/05/2020 00:00,79.75487805,3,2.497239264,3.922047739,3.1,13.5,62.04,109,3.1
09/05/2020 00:00,43,12.5,0.1,0.1,21.3,12,73.56,126,21.3
10/05/2020 00:00,79.75487805,16,2.497239264,3.922047739,14.7,14.5,65.96,113,14.7
11/05/2020 00:00,79.75487805,7.9,1.2,0.9,32.5,28,129.88,183,32.5
12/05/2020 00:00,79.75487805,3.8,1.3,1.1,36.4,25,133.28,210,36.4
13/05/2020 00:00,79.75487805,1.9,1,0.8,33.7,23.5,151.6,222,33.7
14/05/2020 00:00,79.75487805,1.6,0.8,0.9,17.7,24,180.24,257,17.7
15/05/2020 00:00,79.75487805,2.4,0.6,0.9,17.2,23.5,109.32,179,17.2
16/05/2020 00:00,79.75487805,1.2,0.1,0.1,15.3,13,61.36,112,15.3
17/05/2020 00:00,79.75487805,3.6,2.497239264,3.922047739,12.6,14,77.32,131,12.6
18/05/2020 00:00,79.75487805,6.4,1.2,0.8,27.2,26,178.44,235,27.2
19/05/2020 00:00,79.75487805,3,1.1,0.5,24.1,25,186.16,271,24.1
20/05/2020 00:00,79.75487805,2,0.5,0.9,27.5,22,136.36,204,27.5
21/05/2020 00:00,79.75487805,1.8,0.7,0.9,27.9,26.5,132.44,205,27.9
22/05/2020 00:00,79.75487805,1.5,0.4,0.7,32.7,22.5,111.36,179,32.7
23/05/2020 00:00,79.75487805,0.6,2.497239264,3.922047739,3.1,12.5,60.48,109,3.1
24/05/2020 00:00,79.75487805,1.5,2.497239264,0.1,18,14.5,69.72,120,18
25/05/2020 00:00,79.75487805,0.5,0.1,3.922047739,3.7,13.5,58.12,102,3.7
26/05/2020 00:00,79.75487805,2,1.1,0.8,36.3,27.5,131.4,195,36.3
27/05/2020 00:00,79.75487805,2.4,0.9,0.7,17.7,27.5,125.16,199,17.7
28/05/2020 00:00,79.75487805,2.8,0.9,0.8,30.1,26,128.96,195,30.1
29/05/2020 00:00,79.75487805,1.8,0.9,0.4,19.8,24,97.52,161,19.8
30/05/2020 00:00,79.75487805,0.5,2.497239264,3.922047739,6.7,13.5,59.44,112,6.7
31/05/2020 00:00,79.75487805,0.5,2.497239264,0.1,15.5,13.5,65.36,114,15.5
01/06/2020 00:00,79.75487805,2.4,1.6,0.6,31.5,25.5,136.24,197,31.5
02/06/2020 00:00,79.75487805,4.4,1.3,0.6,29.5,26,169.76,241,29.5
03/06/2020 00:00,79.75487805,2.2,1,0.9,26.1,29,166.24,242,26.1
04/06/2020 00:00,79.75487805,1.3,0.9,0.9,22.6,27.5,155.48,233,22.6
05/06/2020 00:00,79.75487805,2.4,1,1,25.1,22.5,117.88,188,24.1
06/06/2020 00:00,79.75487805,2.3,2.497239264,0.2,3.3,14.5,78.4,132,3.3
07/06/2020 00:00,79.75487805,1.4,2.497239264,3.922047739,5.5,14,82.96,138,5.5
08/06/2020 00:00,79.75487805,8.5,0.9,1.1,56.4,26,155.68,217,56.4
09/06/2020 00:00,79.75487805,6.9,1.3,0.9,41.9,25,178.88,258,41.9
10/06/2020 00:00,79.75487805,2.2,1,0.9,32.2,27.5,153.48,229,32.2
11/06/2020 00:00,79.75487805,2.7,1.1,0.7,37,29.5,141.68,227,37
12/06/2020 00:00,122,1.5,0.6,0.3,16.8,22.5,108.2,176,16.8
13/06/2020 00:00,79.75487805,15,0.1,0.1,13.6,14,69,120,13.6
14/06/2020 00:00,79.75487805,1.1,2.497239264,3.922047739,4,16.5,89.6,153,4
15/06/2020 00:00,79.75487805,2.5,0.8,0.7,28.9,25,152.12,215,28.9
16/06/2020 00:00,79.75487805,3.2,1,0.7,31.7,28,168.68,244,31.7
17/06/2020 00:00,79.75487805,3.2,0.6,0.9,34.3,29,159.2,238,34.3
18/06/2020 00:00,79.75487805,2.8,0.8,0.6,19.2,25.5,142.28,221,19.2
19/06/2020 00:00,79.75487805,2.3,0.6,0.5,25.2,21.5,107.32,176,25.2
20/06/2020 00:00,79.75487805,0.2,2.497239264,3.922047739,3.4,12.5,59.84,111,3.4
21/06/2020 00:00,79.75487805,0.2,0.1,0.1,4.7,15,68.04,121,4.7
22/06/2020 00:00,79.75487805,2.6,0.7,0.6,20.2,27.5,124.28,184,20.9
23/06/2020 00:00,79.75487805,3.3,1.2,0.5,23.2,26.5,166.88,236,23.2
24/06/2020 00:00,42,1.8,0.9,0.5,27.4,24.5,165.88,252,27.4
25/06/2020 00:00,79.75487805,0.6,0.1,0.1,18,11,64.6,107,18
26/06/2020 00:00,79.75487805,1.3,0.4,0.4,12.7,18.5,75.88,117,12.7
27/06/2020 00:00,79.75487805,0.3,0.1,3.922047739,14.8,13,76,132,14.8
28/06/2020 00:00,79.75487805,0.4,2.497239264,0.1,4.7,14.5,75.64,132,4.7
29/06/2020 00:00,79.75487805,2.4,1.1,0.4,30.4,29,131,191,30.4
30/06/2020 00:00,79.75487805,4.3,1.6,0.4,33.3,24.5,180.48,264,33.3
01/07/2020 00:00,79.75487805,3,1.1,0.5,27.3,27,163.12,245,27.3
02/07/2020 00:00,79.75487805,3.6,1.1,0.7,21.9,24.5,132.24,208,21.9
03/07/2020 00:00,79.75487805,2,0.8,0.5,24.1,23.5,116.12,189,24.1
04/07/2020 00:00,79.75487805,0.4,2.497239264,3.922047739,4.9,14,62.8,113,4.9
05/07/2020 00:00,79.75487805,0.4,0.1,3.922047739,3.9,15,63.24,117,3.9
06/07/2020 00:00,79.75487805,2.1,1.1,0.4,28.2,23,119.52,178,28.2
07/07/2020 00:00,79.75487805,2.7,1.1,0.9,19.5,24,125,198,19.5
08/07/2020 00:00,79.75487805,3.1,1.1,0.7,23.4,26.5,125.92,194,23.4
09/07/2020 00:00,79.75487805,3.2,0.9,0.7,25.6,25.5,127.84,200,25.6
10/07/2020 00:00,79.75487805,2.6,0.9,0.8,16.1,23.5,122.68,191,16.1
13/07/2020 00:00,79.75487805,2.1,1,0.4,25.7,20.5,127.88,178,25.7
14/07/2020 00:00,79.75487805,2.7,1,0.4,35.9,29.5,178,256,35.9
15/07/2020 00:00,79.75487805,2.1,1.3,0.9,34.3,29.5,171.48,261,34.3
16/07/2020 00:00,79.75487805,11.5,0.6,1,25.9,28,133.36,210,25.9
17/07/2020 00:00,79.75487805,9.6,0.7,0.6,26.7,27.5,109.88,179,26.7
18/07/2020 00:00,79.75487805,3.2,2.497239264,3.922047739,3.1,17,66.88,119,3.1
19/07/2020 00:00,79.75487805,4.1,0.1,0.1,3.1,16,63.68,118,3.1
20/07/2020 00:00,79.75487805,4.1,1.2,1,27.7,26.5,116.92,182,27.7
21/07/2020 00:00,79.75487805,9.3,1.5,0.7,23.2,28,129.96,206,23.2
22/07/2020 00:00,44,3.5,1.4,1,36.8,24.5,126.72,201,36.8
23/07/2020 00:00,79.75487805,2.6,1,0.8,39.2,26,133.76,210,39.2
24/07/2020 00:00,79.75487805,1.7,1,0.5,10.2,23,103.4,176,10.2
25/07/2020 00:00,79.75487805,0.2,0.1,0.2,3.6,15,66.88,127,3.6
26/07/2020 00:00,79.75487805,0.4,0.1,0.2,16.3,16.5,74.28,132,16.3
27/07/2020 00:00,79.75487805,3.9,1,1.1,35.3,28.5,128.48,194,33.7
28/07/2020 00:00,79.75487805,3.3,1.1,0.8,29.1,28,127.04,198,29.1
29/07/2020 00:00,79.75487805,3.6,1.1,1.3,19.2,29.5,141.04,221,19.2
30/07/2020 00:00,79.75487805,3.6,0.8,0.7,17,31,149.04,224,17
31/07/2020 00:00,79.75487805,2.3,0.5,2.4,14.2,24.5,114.32,185,14.2
01/08/2020 00:00,79.75487805,0.4,2.497239264,3.6,6.5,16.5,74.32,132,6.5
02/08/2020 00:00,79.75487805,0.5,0.1,3.6,3.5,16,67.68,123,3.5
03/08/2020 00:00,79.75487805,3.9,0.8,2.6,14.1,29.5,117.88,183,14.1
04/08/2020 00:00,79.75487805,4.1,1.2,1,20.9,26,166.52,249,20.9
05/08/2020 00:00,79.75487805,3,1,1.1,17.1,26.5,161.44,247,17.1
06/08/2020 00:00,79.75487805,3.9,1,0.8,30.6,30.5,160.36,242,30.6
07/08/2020 00:00,79.75487805,3.2,0.6,1.4,30.3,24.5,125.52,210,30.3
08/08/2020 00:00,79.75487805,0.3,2.497239264,0.1,15.7,16,77.04,132,15.7
09/08/2020 00:00,79.75487805,0.2,2.497239264,0.1,3.5,18.5,90.76,160,3.5
10/08/2020 00:00,79.75487805,3,0.9,0.7,23.3,31,133.92,206,23.3
11/08/2020 00:00,52,3,1.3,0.8,42.8,30.5,180.28,263,43.7
12/08/2020 00:00,79.75487805,1.9,0.9,1,14.8,31,150.12,235,14.8
13/08/2020 00:00,79.75487805,2.5,1.2,1.4,15,28,146.76,237,15
14/08/2020 00:00,79.75487805,2.7,0.8,0.6,23.5,27,129.24,210,23.5
15/08/2020 00:00,79.75487805,0.3,0.1,3.922047739,3.2,18,76.2,137,3.2
16/08/2020 00:00,79.75487805,0.9,2.497239264,0.2,4.9,19,75.48,140,4.9
17/08/2020 00:00,79.75487805,3.2,1.2,0.8,13.4,29.5,134.2,207,13.4
18/08/2020 00:00,79.75487805,5.9,1.3,1,17.7,26.2,126.2,205,17.7
19/08/2020 00:00,53,2.1,1,0.5,21.5,28.5,149.8,232,21.5
20/08/2020 00:00,79.75487805,2.1,1.1,0.4,27.4,29,181.84,268,27.4
21/08/2020 00:00,79.75487805,2.2,0.6,0.4,14.6,26,113.92,193,14.6
22/08/2020 00:00,79.75487805,0.5,2.497239264,0.1,3,16,69.68,122,3
23/08/2020 00:00,79.75487805,0.4,0.1,3.922047739,13.7,19,80.24,143,13.7
24/08/2020 00:00,79.75487805,4,1.6,1,16.2,31,120.48,189,16.2
25/08/2020 00:00,79.75487805,2.3,0.8,0.7,26,30.5,148.32,227,26
26/08/2020 00:00,79.75487805,1.6,0.9,0.8,29.9,27.5,124.4,200,29.9
27/08/2020 00:00,79.75487805,4.1,0.7,0.8,12.9,26.5,135.76,216,12.9
28/08/2020 00:00,79.75487805,2.2,0.7,0.6,17.3,21.5,116.32,193,17.3
29/08/2020 00:00,79.75487805,0.7,2.497239264,3.922047739,5.9,15.5,71.84,130,5.9
30/08/2020 00:00,79.75487805,0.5,2.497239264,3.922047739,3.2,19,74.28,136,3.2
31/08/2020 00:00,79.75487805,1,0.1,0.1,2.9,16.5,101.92,164,2.9
01/09/2020 00:00,79.75487805,3,0.7,0.5,20,26,112.32,185,20
02/09/2020 00:00,79.75487805,2.1,0.4,0.4,27.5,25.5,118.2,192,27.5
03/09/2020 00:00,79.75487805,3.9,0.8,0.5,45.6,29,116.88,192,45.6
04/09/2020 00:00,79.75487805,3.6,0.7,0.8,28.2,25,103.4,178,28.2
05/09/2020 00:00,79.75487805,0.6,2.497239264,0.1,18.9,14.5,70.96,131,18.9
06/09/2020 00:00,79.75487805,1,2.497239264,0.1,14.4,18,78.64,146,14.4
07/09/2020 00:00,79.75487805,3.8,0.9,1.7,16.2,28,167.36,243,16.2
08/09/2020 00:00,79.75487805,3.7,0.5,0.9,27.5,27.5,168.64,257,27.5
09/09/2020 00:00,79.75487805,13.3,0.6,1.5,20.3,28,158.04,241,20.3
10/09/2020 00:00,79.75487805,4.5,0.6,0.8,24.3,31,154.04,240,24.3
11/09/2020 00:00,79.75487805,3.5,0.6,0.5,11.5,22,121.24,206,11.5
12/09/2020 00:00,79.75487805,1.4,2.497239264,0.1,5.2,15.5,75.68,136,5.2
13/09/2020 00:00,79.75487805,1.1,0.1,0.1,3.2,17.5,70.8,135,3.2
14/09/2020 00:00,79.75487805,4.1,0.5,1.6,20.1,27.5,122.32,193,20.1
15/09/2020 00:00,79.75487805,3.9,0.5,1.1,28.9,28.5,154.6,238,28.9
16/09/2020 00:00,79.75487805,4,0.5,0.7,19.5,29,180.48,274,19.5
17/09/2020 00:00,79.75487805,4.8,0.9,0.7,38.9,27,152.44,238,38.9
18/09/2020 00:00,79.75487805,3.7,0.4,0.5,37.5,25,129.64,209,37.5
19/09/2020 00:00,79.75487805,0.8,2.497239264,0.1,13.9,14.5,68.28,126,13.9
20/09/2020 00:00,79.75487805,1.2,2.497239264,0.1,3.2,16.5,71.08,133,3.2
21/09/2020 00:00,89,3.9,0.5,0.8,24.5,26,151.4,223,24.5
22/09/2020 00:00,79.75487805,2.9,0.7,0.7,28,28,169.76,255,28
23/09/2020 00:00,79.75487805,3.5,0.9,0.9,36.2,25,142.92,223,36.2
24/09/2020 00:00,79.75487805,3.6,0.5,1.1,19.9,26.5,148.16,235,24.5
25/09/2020 00:00,79.75487805,2.7,0.4,0.7,14.6,23.5,147.68,229,14.6
26/09/2020 00:00,79.75487805,0.9,2.497239264,0.1,3.1,15.5,70.4,125,3.1
27/09/2020 00:00,79.75487805,1.1,2.497239264,3.922047739,4.6,16,72.08,133,4.6
28/09/2020 00:00,79.75487805,4.2,1,0.7,21.5,25.5,146.6,218,21.5
29/09/2020 00:00,79.75487805,4.4,1.3,0.6,22.2,24,146.6,225,22.2
30/09/2020 00:00,79.75487805,4.2,0.5,0.6,25.8,26,172.6,255,25.8
01/10/2020 00:00,1,4.1,0.5,0.7,17.7,28.5,179.4,265,17.7
02/10/2020 00:00,79.75487805,3.4,0.5,0.4,12.3,20.5,118.2,190,12.3
03/10/2020 00:00,79.75487805,1,0.1,0.1,12.6,14.5,76,135,12.6
04/10/2020 00:00,79.75487805,0.6,2.497239264,0.1,4.8,15,84.68,154,4.8
05/10/2020 00:00,79.75487805,3.5,0.6,0.6,17.3,26.5,133.04,202,17.3
06/10/2020 00:00,79.75487805,4.2,0.5,0.5,33.7,28.5,203.44,287,33.7
07/10/2020 00:00,79.75487805,4.5,0.5,0.7,21.5,29.5,150.92,239,21.5
08/10/2020 00:00,79.75487805,3.8,0.7,0.9,23.9,27,135.24,215,23.9
09/10/2020 00:00,79.75487805,3.7,0.4,0.4,21.5,24.5,110.72,182,21.5
10/10/2020 00:00,79.75487805,1.2,2.497239264,1,6.4,15.5,96,157,6.4
11/10/2020 00:00,79.75487805,1,4.7,3.922047739,3.3,18.5,85.32,148,3.3
12/10/2020 00:00,79.75487805,5.5,1.4,0.6,24.7,26.5,116.52,182,24.7
13/10/2020 00:00,79.75487805,5.1,0.9,0.6,21.3,30.5,142.88,220,21.3
14/10/2020 00:00,79.75487805,4.4,0.3,0.5,30.9,31.5,144.4,223,30.9
15/10/2020 00:00,79.75487805,5,0.5,0.6,22.9,31.5,149.84,224,22.9
16/10/2020 00:00,79.75487805,21.4,0.5,0.2,19.3,23,129.6,204,19.3
17/10/2020 00:00,79.75487805,1.9,2.497239264,0.1,13.5,14,88.36,151,13.5
18/10/2020 00:00,79.75487805,1.5,0.1,0.1,6.1,16.5,85.2,150,6.1
19/10/2020 00:00,79.75487805,5.6,0.5,0.6,24,28,136.12,207,24
20/10/2020 00:00,79.75487805,5.7,0.4,0.4,23.1,28.5,157.2,234,23.1
21/10/2020 00:00,79.75487805,5.3,1.5,0.6,21.2,30,138.8,223,21.2
22/10/2020 00:00,166,6.7,0.9,0.7,27.8,29.5,126.76,206,27.8
23/10/2020 00:00,79.75487805,3.5,0.3,0.5,12.9,25,132.32,202,12.9
24/10/2020 00:00,79.75487805,1.5,0.1,0.1,3.4,16,85,147,3.4
25/10/2020 00:00,79.75487805,0.3,2.497239264,3.922047739,4.1,19,81.84,138,4.1
26/10/2020 00:00,79.75487805,2,0.3,0.5,14.6,29,107.52,178,14.6
27/10/2020 00:00,79.75487805,1.9,0.7,0.6,21.5,28.5,165.32,239,21.5
28/10/2020 00:00,79.75487805,2.2,0.6,0.6,14.5,33,135.08,219,14.5
29/10/2020 00:00,79.75487805,2.6,0.8,0.6,29.4,30,150.72,232,29.4
30/10/2020 00:00,79.75487805,5.6,0.6,0.4,13.2,23,133.04,214,13.2
31/10/2020 00:00,79.75487805,1.3,0.1,0.2,2.5,6.5,100.88,174,2.5
01/11/2020 00:00,79.75487805,3.390059363,2.497239264,3.922047739,15.2,21,106.8,184,15.2
02/11/2020 00:00,79.75487805,6.8,0.4,0.9,16.3,33,123.72,192,16.3
03/11/2020 00:00,79.75487805,3.7,1,0.7,31.3,27.5,135.56,217,31.3
04/11/2020 00:00,79.75487805,2.9,1.1,0.9,17,28,161.76,248,17
05/11/2020 00:00,79.75487805,4,1.1,1,32.7,32,193.2,284,32.7
06/11/2020 00:00,79.75487805,4.3,0.3,1.1,12.3,26.5,110.08,187,12.3
07/11/2020 00:00,79.75487805,0.5,0.1,0.2,2.7,15.5,69.32,135,2.7
08/11/2020 00:00,79.75487805,0.4,2.497239264,0.1,3.4,17.5,73.72,138,3.4
09/11/2020 00:00,79.75487805,2.8,0.7,0.7,16.3,29.5,122.16,197,16.3
10/11/2020 00:00,79.75487805,2.9,0.4,0.7,14.4,32.5,150.68,233,14.4
11/11/2020 00:00,79.75487805,2.4,0.3,0.7,19.8,30,156.36,244,20.2
12/11/2020 00:00,79.75487805,1.7,0.3,0.9,21.6,22,111.12,170,21.6
13/11/2020 00:00,79.75487805,2.3,0.4,0.5,10.1,29,105,180,10.1
14/11/2020 00:00,79.75487805,0.7,2.497239264,0.1,14.5,15.5,73.88,137,14.5
15/11/2020 00:00,79.75487805,1.2,2.497239264,0.2,3.4,18,71.4,134,3.4
16/11/2020 00:00,79.75487805,3.1,0.5,1,16.6,30.5,137.72,210,16.6
17/11/2020 00:00,79.75487805,2.5,0.4,1,14.4,28.5,167.24,252,14.4
18/11/2020 00:00,31,3.3,0.5,0.7,33.4,32,179.12,262,33.4
19/11/2020 00:00,42,1.7,1.1,1.1,21.1,32.5,170.6,255,21.1
20/11/2020 00:00,30,1.8,0.7,0.6,15.8,25,130.64,211,15.8
21/11/2020 00:00,79.75487805,3.390059363,0.1,0.1,6,16,65.48,124,6
22/11/2020 00:00,79.75487805,0.1,2.497239264,0.3,3.1,18,65.8,122,3.1
23/11/2020 00:00,29,3.2,0.6,1,13.2,26,116.96,183,13.2
24/11/2020 00:00,28,2.8,0.7,0.5,15.7,32.5,121.28,199,15.7
25/11/2020 00:00,22,2.6,0.7,0.8,13.3,33,110.64,186,13.3
26/11/2020 00:00,30,9,0.5,0.9,28.6,30,129.44,210,28.6
27/11/2020 00:00,25,8.5,0.6,0.7,9.9,25,99.8,172,9.9
28/11/2020 00:00,2,0.5,0.1,3.922047739,4.2,18.5,79.44,139,4.2
29/11/2020 00:00,5,3.390059363,2.497239264,0.2,19.8,22.5,96,169,19.8
30/11/2020 00:00,32,2.1,0.4,0.8,31.7,28.5,155.08,231,31.7
01/12/2020 00:00,36,10.3,0.5,0.8,23.2,27.5,144.44,230,23.2
02/12/2020 00:00,33,10.2,0.4,1,32.7,29.5,147.32,229,32.7
03/12/2020 00:00,31,2.9,0.6,0.9,21,31.5,168.8,254,23.4
04/12/2020 00:00,24,2.1,0.4,0.8,29.4,23.5,124.24,201,29.4
05/12/2020 00:00,79.75487805,0.6,2.497239264,0.1,8.9,15.5,77.32,141,8.9
06/12/2020 00:00,79.75487805,0.3,2.497239264,0.2,10.4,17,86.76,152,10.4
07/12/2020 00:00,25,2.7,0.3,0.8,19.8,27.5,146.76,226,19.8
08/12/2020 00:00,43,2.5,0.3,0.7,21.4,28.5,169.52,253,21.4
09/12/2020 00:00,32,3.1,0.2,0.7,22.9,33,164.16,252,22.9
10/12/2020 00:00,37,2.7,0.1,0.6,23.7,35,156.76,240,23.7
11/12/2020 00:00,12,2,0.2,0.5,25,29.5,108.52,182,25
12/12/2020 00:00,79.75487805,0.5,2.497239264,0.2,3.6,17.5,70.24,131,3.6
13/12/2020 00:00,79.75487805,0.3,2.497239264,0.2,4.7,16,76.64,143,4.7
14/12/2020 00:00,26,3.2,0.2,6.8,17.8,30,123.76,197,17.8
15/12/2020 00:00,34,7,0.4,15.6,15.4,32.5,139.92,221,15.4
16/12/2020 00:00,33,2.8,0.7,14.3,17.6,33.5,130.4,215,17.6
17/12/2020 00:00,30,2.9,0.4,13.7,16.8,31.5,123.12,199,16.8
18/12/2020 00:00,19,2.3,0.5,15.4,13.2,28.5,107.52,182,13.2
19/12/2020 00:00,1,0.1,2.497239264,12.9,3.2,14.5,78.52,141,3.2
20/12/2020 00:00,1,3.390059363,0.1,13.1,3.1,17,85.72,152,3.1
21/12/2020 00:00,3,1.3,0.3,13.2,7,29,99.28,164,7
22/12/2020 00:00,6,1.3,2,12,17.2,25,100.84,169,17.2
23/12/2020 00:00,4,0.6,1,12.5,6.8,24,93.44,162,6.8
24/12/2020 00:00,1,0.1,0.2,12.2,3.6,19,73.48,135,3.6
25/12/2020 00:00,79.75487805,0.2,2.497239264,12.6,3,18,76.16,138,3
26/12/2020 00:00,79.75487805,0.4,0.1,12.9,4.7,14.5,76.52,142,4.7
27/12/2020 00:00,79.75487805,3.390059363,2.497239264,12.9,3.1,15.5,88.4,165,3.1
28/12/2020 00:00,79.75487805,0.1,2.497239264,12.5,3,14,68.68,127,3
29/12/2020 00:00,79.75487805,3.390059363,0.1,12.6,3.7,15.5,75.92,143,3.7
30/12/2020 00:00,79.75487805,3.390059363,2.497239264,12.6,3,14.5,82.52,147,3
31/12/2020 00:00,110,0.2,2.497239264,12.6,5.3,14,78.8,149,5.3
01/01/2021 00:00,79.75487805,3.390059363,2.497239264,12.9,4.5,16,75,139,4.5
02/01/2021 00:00,79.75487805,3.390059363,2.497239264,13.1,3.2,14.5,77.16,143,3.2
03/01/2021 00:00,79.75487805,3.390059363,2.497239264,13.1,3.1,16,80.64,149,3.1
04/01/2021 00:00,31,2.2,2.497239264,14.4,17.3,22.5,139.88,212,17.3
05/01/2021 00:00,49,2.7,2.497239264,11,29.3,26.5,156.96,245,29.3
06/01/2021 00:00,29,2.4,2.497239264,1,40.7,26.5,141.12,222,40.7
07/01/2021 00:00,33,2.7,2.497239264,0.9,14,30,136.96,215,14
08/01/2021 00:00,20,1.7,2.497239264,0.8,10,28.5,119.68,199,10
09/01/2021 00:00,1,0.3,2.497239264,0.3,17.4,19,119.96,195,17.4
10/01/2021 00:00,4,0.2,2.497239264,0.2,16,16.5,85.4,151,16
11/01/2021 00:00,38,7,2.497239264,1.2,28.8,28,146.96,220,28.8
12/01/2021 00:00,39,3,2.497239264,0.6,19.6,26,174.68,256,19.6
13/01/2021 00:00,40,3.1,2.497239264,1,31.6,34,180.56,274,31.6
14/01/2021 00:00,30,3,2.497239264,1,30.6,18,151.88,235,30.6
15/01/2021 00:00,25,2.7,2.497239264,1,28.7,18,123.04,205,28.7
16/01/2021 00:00,79.75487805,0.1,2.497239264,0.2,6.7,17.5,75.88,140,6.7
17/01/2021 00:00,3,0.2,2.497239264,0.2,9.9,20,80.48,146,9.9
18/01/2021 00:00,23,4.2,2.497239264,0.9,19.7,30.5,119.48,191,19.7
19/01/2021 00:00,30,2.8,2.497239264,0.8,43.8,30,144.2,221,39.7
20/01/2021 00:00,25,2,2.497239264,0.6,23.2,33,137.76,221,23.2
21/01/2021 00:00,32,2.6,2.497239264,0.9,31,31.5,142.4,222,31
22/01/2021 00:00,20,1.1,2.497239264,0.5,13.7,28.5,118.2,197,13.7
23/01/2021 00:00,79.75487805,3.390059363,2.497239264,0.3,13.9,21.5,92.6,160,13.9
24/01/2021 00:00,79.75487805,3.390059363,2.497239264,0.3,3.1,20,93.76,168,3.1
25/01/2021 00:00,276,2.2,2.497239264,1,18.2,28.5,120.8,195,18.2
26/01/2021 00:00,24,8.4,2.497239264,0.4,24.3,23,102.96,160,24.3
27/01/2021 00:00,23,1.7,2.497239264,0.4,12.2,19,79.4,121,12.2
28/01/2021 00:00,40,4.1,2.497239264,0.5,17.4,34,157.24,243,17.4
29/01/2021 00:00,20,1.6,2.497239264,0.6,24.8,29.5,131.24,212,24.8
30/01/2021 00:00,79.75487805,3.390059363,2.497239264,0.1,10.6,21.5,77.12,141,10.6
31/01/2021 00:00,6,0.2,2.497239264,3.922047739,4.4,19,80.2,146,4.4
01/02/2021 00:00,20,1.3,2.497239264,1.1,17.7,26,129.8,196,17.6
02/02/2021 00:00,37,1.1,2.497239264,0.4,27.1,31,190,282,27.1
03/02/2021 00:00,40,1.2,2.497239264,0.5,14.9,31.5,151.68,237,14.9
04/02/2021 00:00,26,1.1,2.497239264,0.6,27.7,33,190.8,276,27.7
05/02/2021 00:00,24,0.9,2.497239264,0.8,18.7,29.5,152.04,240,18.7
06/02/2021 00:00,79.75487805,3.390059363,2.497239264,0.2,17,25,92.04,157,17
07/02/2021 00:00,79.75487805,3.390059363,2.497239264,0.1,5.5,19.5,92.52,158,5.5
08/02/2021 00:00,26,1.1,0.1,0.7,16,26,138.12,205,14.2
09/02/2021 00:00,43,1,2.497239264,0.6,26.5,24,149.52,233,26.5
10/02/2021 00:00,24,1.2,2.497239264,0.5,22,18.5,166.32,248,22
11/02/2021 00:00,28,1.6,2.497239264,0.6,25.5,13,156.56,240,25.5
12/02/2021 00:00,293,1.1,2.497239264,0.5,9.5,19.5,122.12,202,9.5
13/02/2021 00:00,79.75487805,0.2,2.497239264,3.922047739,3.5,21.5,77.32,142,3.5
14/02/2021 00:00,79.75487805,0.2,2.497239264,0.1,3.1,17,73.64,140,3.1
15/02/2021 00:00,29,1.1,2.497239264,0.7,10.5,31,130.6,212,10.5
16/02/2021 00:00,41,0.8,2.497239264,0.7,24.9,31.5,169.52,247,24.9
17/02/2021 00:00,43,1.3,2.497239264,0.5,40,30,191.52,273,40
18/02/2021 00:00,31,1.3,2.497239264,0.4,34.5,34.9,169.2,250,34.5
19/02/2021 00:00,30,0.7,2.497239264,0.2,18.1,29.5,127.48,195,18.1
20/02/2021 00:00,79.75487805,0.4,2.497239264,0.1,8.9,14.5,73.04,127,8.9
21/02/2021 00:00,9,3.390059363,2.497239264,3.922047739,14.6,16.5,100.44,172,14.6
22/02/2021 00:00,20,8.3,2.497239264,0.5,23.7,29,159.92,234,23.7
23/02/2021 00:00,36,14.9,2.497239264,0.5,21.9,31,188.04,265,21.9
24/02/2021 00:00,35,1.1,2.497239264,0.4,18.8,32.5,166.16,243,18.8
25/02/2021 00:00,31,1.3,2.497239264,0.5,19,31,182.36,264,19
